DateTime,Entries,UniqueIPs
1514220986,2000,2000
1514222200,2000,2000
1514223153,2000,2000
1514224110,2000,2000
1514225061,2000,2000
1514226015,2000,2000
1514226994,2000,2000
1514227954,2000,2000
1514228907,2000,2000
1514229857,2000,2000
1514230830,2000,2000
1514231775,2000,2000
1514232759,2000,2000
1514233697,2000,2000
1514234676,2000,2000
1514235636,2000,2000
1514236583,2000,2000
1514237560,2000,2000
1514238748,2000,2000
1514239704,2000,2000
1514240681,2000,2000
1514241618,2000,2000
1514242587,2000,2000
1514243560,2000,2000
1514244503,2000,2000
1514245469,2000,2000
1514246438,2000,2000
1514247381,2000,2000
1514248365,2000,2000
1514249296,2000,2000
1514250279,2000,2000
1514251223,2000,2000
1514252186,2000,2000
1514253160,2000,2000
1514254104,2000,2000
1514255057,2000,2000
1514256030,2000,2000
1514256983,2000,2000
1514257968,2000,2000
1514258897,2000,2000
1514259871,2000,2000
1514260832,2000,2000
1514261799,2000,2000
1514262750,2000,2000
1514263707,2000,2000
1514264660,2000,2000
1514265636,2000,2000
1514266575,2000,2000
1514267569,2000,2000
1514268494,2000,2000
1514269471,2000,2000
1514270428,2000,2000
1514271388,2000,2000
1514272356,2000,2000
1514273553,2000,2000
1514274508,2000,2000
1514275460,2000,2000
1514276667,2000,2000
1514277640,2000,2000
1514278587,2000,2000
1514279540,2000,2000
1514280519,2000,2000
1514281468,2000,2000
1514282420,2000,2000
1514283400,2000,2000
1514284613,2000,2000
1514285564,2000,2000
1514286494,2000,2000
1514287469,2000,2000
1514288437,2000,2000
1514289390,2000,2000
1514290362,2000,2000
1514291296,2000,2000
1514292270,2000,2000
1514293235,2000,2000
1514294177,2000,2000
1514295160,2000,2000
1514296110,2000,2000
1514297094,2000,2000
1514298537,2000,2000
1514299461,2000,2000
1514300445,2000,2000
1514301392,2000,2000
1514302359,2000,2000
1514303309,2000,2000
1514304285,2000,2000
1514305216,2000,2000
1514306204,2000,2000
1514307146,2000,2000
1514308114,2000,2000
1514309057,2000,2000
1514310022,2000,2000
1514310988,2000,2000
1514312207,2000,2000
1514313137,2000,2000
1514314127,2000,2000
1514315344,2000,2000
1514316521,2000,2000
1514317472,2000,2000
1514318435,2000,2000
1514319643,2000,2000
1514320598,2000,2000
1514321551,2000,2000
1514322516,2000,2000
1514323470,2000,2000
1514324443,2000,2000
1514325392,2000,2000
1514326364,2000,2000
1514327313,2000,2000
1514328256,2000,2000
1514329238,2000,2000
1514330202,2000,2000
1514331154,2000,2000
1514332357,2000,2000
1514333456,2000,2000
1514334756,2000,2000
1514335665,2000,2000
1514336932,2000,2000
1514338130,2000,2000
1514339096,2000,2000
1514340031,2000,2000
1514341024,2000,2000
1514341947,2000,2000
1514342927,2000,2000
1514343863,2000,2000
1514344939,2000,2000
1514346280,2000,2000
1514347245,2000,2000
1514348209,2000,2000
1514349159,2000,2000
1514350116,2000,2000
1514351067,2000,2000
1514352034,2000,2000
1514352994,2000,2000
1514354437,2000,2000
1514355376,2000,2000
1514356357,2000,2000
1514357311,2000,2000
1514358263,2000,2000
1514359217,2000,2000
1514360201,2000,2000
1514361135,2000,2000
1514362114,2000,2000
1514363057,2000,2000
1514364017,2000,2000
1514364992,2000,2000
1514365939,2000,2000
1514366912,2000,2000
1514368119,2000,2000
1514369068,2000,2000
1514370016,2000,2000
1514371181,2000,2000
1514372449,2000,2000
1514373407,2000,2000
1514374364,2000,2000
1514375569,2000,2000
1514376570,2000,2000
1514377743,2000,2000
1514378687,2000,2000
1514379659,2000,2000
1514380615,2000,2000
1514381570,2000,2000
1514382500,2000,2000
1514383713,2000,2000
1514384673,2000,2000
1514385891,2000,2000
1514386823,2000,2000
1514387807,2000,2000
1514388756,2000,2000
1514389723,2000,2000
1514390666,2000,2000
1514391618,2000,2000
1514392601,2000,2000
1514393567,2000,2000
1514394508,2000,2000
1514395460,2000,2000
1514396425,2000,2000
1514398176,2000,2000
1514399300,2000,2000
1514400278,2000,2000
1514401223,2000,2000
1514402212,2000,2000
1514403159,2000,2000
1514404118,2000,2000
1514405066,2000,2000
1514406045,2000,2000
1514406999,2000,2000
1514407953,2000,2000
1514408896,2000,2000
1514410129,2000,2000
1514411073,2000,2000
1514412062,2000,2000
1514412999,2000,2000
1514413957,2000,2000
1514414908,2000,2000
1514415885,2000,2000
1514416820,2000,2000
1514417913,2000,2000
1514419011,2000,2000
1514419954,2000,2000
1514420901,2000,2000
1514421867,2000,2000
1514422843,2000,2000
1514423805,2000,2000
1514424759,2000,2000
1514425973,2000,2000
1514426917,2000,2000
1514427865,2000,2000
1514428814,2000,2000
1514429802,2000,2000
1514430736,2000,2000
1514431721,2000,2000
1514432673,2000,2000
1514433883,2000,2000
1514434839,2000,2000
1514435781,2000,2000
1514437022,2000,2000
1514437946,2000,2000
1514438900,2000,2000
1514439866,2000,2000
1514440838,2000,2000
1514441791,2000,2000
1514442774,2000,2000
1514443715,2000,2000
1514444673,2000,2000
1514445633,2000,2000
1514446601,2000,2000
1514447548,2000,2000
1514448496,2000,2000
1514449491,2000,2000
1514450424,2000,2000
1514451372,2000,2000
1514452364,2000,2000
1514453295,2000,2000
1514454257,2000,2000
1514455246,2000,2000
1514456209,2000,2000
1514457140,2000,2000
1514458119,2000,2000
1514459306,2000,2000
1514460537,2000,2000
1514461456,2000,2000
1514462438,2000,2000
1514463404,2000,2000
1514464623,2000,2000
1514465788,2000,2000
1514466736,2000,2000
1514467718,2000,2000
1514468911,2000,2000
1514469941,2000,2000
1514471097,2000,2000
1514472040,2000,2000
1514472983,2000,2000
1514473940,2000,2000
1514474918,2000,2000
1514476143,2000,2000
1514477062,2000,2000
1514478044,2000,2000
1514478994,2000,2000
1514479957,2000,2000
1514480896,2000,2000
1514481860,2000,2000
1514482827,2000,2000
1514483796,2000,2000
1514484785,2000,2000
1514485735,2000,2000
1514486693,2000,2000
1514487725,2000,2000
1514488628,2000,2000
1514489552,2000,2000
1514490505,2000,2000
1514491484,2000,2000
1514492413,2000,2000
1514493402,2000,2000
1514494335,2000,2000
1514495334,2000,2000
1514496259,2000,2000
1514497215,2000,2000
1514498187,2000,2000
1514499137,2000,2000
1514500126,2000,2000
1514501060,2000,2000
1514502044,2000,2000
1514503076,2000,2000
1514504074,2000,2000
1514505159,2000,2000
1514506122,2000,2000
1514507069,2000,2000
1514508018,2000,2000
1514508993,2000,2000
1514509951,2000,2000
1514510910,2000,2000
1514511871,2000,2000
1514512840,2000,2000
1514513779,2000,2000
1514514776,2000,2000
1514515699,2000,2000
1514516668,2000,2000
1514517620,2000,2000
1514518612,2000,2000
1514519536,2000,2000
1514520512,2000,2000
1514521464,2000,2000
1514522693,2000,2000
1514523624,2000,2000
1514524604,2000,2000
1514525538,2000,2000
1514526519,2000,2000
1514527461,2000,2000
1514528421,2000,2000
1514529412,2000,2000
1514530360,2000,2000
1514531293,2000,2000
1514532285,2000,2000
1514533231,2000,2000
1514534215,2000,2000
1514535406,2000,2000
1514536349,2000,2000
1514537304,2000,2000
1514538839,2000,2000
1514539907,2000,2000
1514540923,2000,2000
1514542124,2000,2000
1514543098,2000,2000
1514544013,2000,2000
1514544989,2000,2000
1514545968,2000,2000
1514546936,2000,2000
1514547859,2000,2000
1514548857,2000,2000
1514550066,2000,2000
1514551005,2000,2000
1514551938,2000,2000
1514552918,2000,2000
1514554131,2000,2000
1514555059,2000,2000
1514556269,2000,2000
1514557212,2000,2000
1514558196,2000,2000
1514559152,2000,2000
1514560096,2000,2000
1514561072,2000,2000
1514562535,2000,2000
1514563461,2000,2000
1514564439,2000,2000
1514565395,2000,2000
1514566360,2000,2000
1514567320,2000,2000
1514568267,2000,2000
1514569485,2000,2000
1514570670,2000,2000
1514571619,2000,2000
1514572602,2000,2000
1514573793,2000,2000
1514574755,2000,2000
1514575708,2000,2000
1514576925,2000,2000
1514577860,2000,2000
1514579332,2000,2000
1514580294,2000,2000
1514581234,2000,2000
1514582208,2000,2000
1514583157,2000,2000
1514584120,2000,2000
1514585304,2000,2000
1514586258,2000,2000
1514587234,2000,2000
1514588197,2000,2000
1514589399,2000,2000
1514590599,2000,2000
1514591545,2000,2000
1514592512,2000,2000
1514593461,2000,2000
1514594419,2000,2000
1514595412,2000,2000
1514596618,2000,2000
1514597552,2000,2000
1514598506,2000,2000
1514599464,2000,2000
1514600448,2000,2000
1514601400,2000,2000
1514602361,2000,2000
1514603299,2000,2000
1514604289,2000,2000
1514605213,2000,2000
1514606197,2000,2000
1514607150,2000,2000
1514608109,2000,2000
1514609070,2000,2000
1514610044,2000,2000
1514610993,2000,2000
1514611982,2000,2000
1514612910,2000,2000
1514613872,2000,2000
1514614812,2000,2000
1514615809,2000,2000
1514616736,2000,2000
1514617722,2000,2000
1514618658,2000,2000
1514619615,2000,2000
1514620596,2000,2000
1514621549,2000,2000
1514622493,2000,2000
1514623482,2000,2000
1514624422,2000,2000
1514625399,2000,2000
1514626351,2000,2000
1514627318,2000,2000
1514628263,2000,2000
1514629238,2000,2000
1514630193,2000,2000
1514631158,2000,2000
1514632118,2000,2000
1514633063,2000,2000
1514634028,2000,2000
1514635007,2000,2000
1514636198,2000,2000
1514637155,2000,2000
1514638116,2000,2000
1514639071,2000,2000
1514640026,2000,2000
1514640998,2000,2000
1514641944,2000,2000
1514642906,2000,2000
1514643868,2000,2000
1514644833,2000,2000
1514645775,2000,2000
1514646751,2000,2000
1514647709,2000,2000
1514648663,2000,2000
1514649899,2000,2000
1514651072,2000,2000
1514652027,2000,2000
1514652983,2000,2000
1514654212,2000,2000
1514655138,2000,2000
1514656358,2000,2000
1514657306,2000,2000
1514658256,2000,2000
1514659229,2000,2000
1514660208,2000,2000
1514661402,2000,2000
1514662355,2000,2000
1514663417,2000,2000
1514664521,2000,2000
1514665458,2000,2000
1514666428,2000,2000
1514667397,2000,2000
1514668364,2000,2000
1514669322,2000,2000
1514670270,2000,2000
1514671467,2000,2000
1514672431,2000,2000
1514673392,2000,2000
1514674346,2000,2000
1514675313,2000,2000
1514676267,2000,2000
1514677214,2000,2000
1514678187,2000,2000
1514679156,2000,2000
1514680093,2000,2000
1514681067,2000,2000
1514682036,2000,2000
1514682981,2000,2000
1514683954,2000,2000
1514684901,2000,2000
1514685874,2000,2000
1514686824,2000,2000
1514688114,2000,2000
1514689249,2000,2000
1514690445,2000,2000
1514691397,2000,2000
1514692358,2000,2000
1514693561,2000,2000
1514694504,2000,2000
1514695456,2000,2000
1514696428,2000,2000
1514697414,2000,2000
1514698353,2000,2000
1514699306,2000,2000
1514700284,2000,2000
1514701235,2000,2000
1514702199,2000,2000
1514703414,2000,2000
1514704349,2000,2000
1514705303,2000,2000
1514706260,2000,2000
1514707240,2000,2000
1514708182,2000,2000
1514709162,2000,2000
1514710097,2000,2000
1514711079,2000,2000
1514712091,2000,2000
1514712993,2000,2000
1514713954,2000,2000
1514714907,2000,2000
1514715893,2000,2000
1514716825,2000,2000
1514717791,2000,2000
1514718768,2000,2000
